SCHM_CODE|DEL_FLG|SCHM_DESC|SYST_GEN_ACCT_NUM_FLG|ACCT_PREFIX|NEXT_ACCT_NUM_PREFIX|ACCT_OPN_FORM_NAME|ACCT_CLS_FORM_NAME|INT_PAID_BACID|INT_COLL_BACID|SERV_CHRG_BACID|TURNOVER_FREQ_TYPE|TURNOVER_FREQ_WEEK_NUM|TURNOVER_FREQ_WEEK_DAY|TURNOVER_FREQ_START_DD|TURNOVER_HLDY_STAT|TURNOVER_RCRE_DATE|GL_SUB_HEAD_CODE|TRAN_RPT_CODE_FLG|TRAN_REF_NUM_FLG|CHQ_ALWD_FLG|ACCT_TURNOVER_DET_FLG|SCHM_SUPR_USER_ID|TOT_MOD_TIMES|SERV_CHRG_COLL_FLG|BACK_DATE_TRAN_EXCP_CODE|VAL_DATE_TRAN_EXCP_CODE|INVALID_INSTRMNT_EXCP_CODE|STALE_INSTRMNT_EXCP_CODE|ACCT_FREZ_EXCP_CODE|ACCT_IN_DR_BAL_EXCP_CODE|ACCT_IN_CR_BAL_EXCP_CODE|CHQ_STOP_EXCP_CODE|CHQ_CAUTN_EXCP_CODE|CHQ_NOT_ISSU_EXCP_CODE|INVALID_RPT_CODE_EXCP_CODE|CLG_TRAN_EXCP_CODE|CASH_TRAN_EXCP_CODE|XFER_TRAN_EXCP_CODE|EMP_OWN_ACCT_EXCP_CODE|OVERRIDE_DEF_EXCP_CODE|INTROD_NOT_CUST_EXCP_CODE|INTROD_NEW_CUST_EXCP_CODE|CHQ_NOT_ALWD_EXCP_CODE|SI_PRE_FIX_CHRG_EXCP_CODE|DR_AGAINST_CC_EXCP_CODE|CLS_PEND_INT_EXCP_CODE|CLS_PEND_SI_EXCP_CODE|CLS_PEND_CC_EXCP_CODE|CLS_PEND_CHQ_EXCP_CODE|ACCT_OPN_MATRIX_EXCP_CODE|MEMO_PAD_EXISTS_EXCP_CODE|SANCT_LIM_EXP_EXCP_CODE|SANCT_EXCEED_LIM_EXCP_CODE|LIAB_EXCEED_GROUP_LIM_EXCP|ACCT_MAINT_FORM_NAME|OFTI_SCHM_RTN_NAME|MINOR_CHQ_ISSU_EXCP_CODE|NEW_ACCT_DURATION|DORM_ACCT_CRITERIA|MIN_POSTING_WORKCLASS|SCHM_TYPE|INT_PAID_FLG|INT_COLL_FLG|STAFF_SCHM_FLG|NRE_SCHM_FLG|MERGE_INT_PTRAN_FLG|LCHG_USER_ID|RCRE_USER_ID|LCHG_TIME|RCRE_TIME|MICR_CHQ_CHRG_BACID|INSUFF_AVAIL_BAL_EXCP_CODE|FD_CR_BACID|FD_DR_BACID|FX_TRAN_FLG|STP_CR_DR_IND|FCNR_FLG|INT_PANDL_BACID|PARKING_BACID|INT_PAID_COLL_CRNCY_FLG|CASH_WD_WO_CHQ_EXCP_CODE|ACCT_NAME_CHANGED_EXCP_CODE|XFER_IN_INT_DETAILS_FLG|ACCT_REFERENCE_EXCP_CODE|DR_OPER_ACCT_IF_NO_BAL_FLG|INT_DR_CUST_DIFF_EXCP_CODE|INT_CR_CUST_DIFF_EXCP_CODE|ISO_USER_TOD_GRNT_EXCP_CODE|ISO_AUTO_TOD_GRNT_EXCP_CODE|INTER_SOL_CLOSURE_ALWD_FLG|LEVY_TAX_PCNT_1|LEVY_TAX_PCNT_2|LEVY_TAX_PCNT_3|LEVY_TAX_DESC_1|LEVY_TAX_DESC_2|LEVY_TAX_DESC_3|LEVY_TAX_BACID_1|LEVY_TAX_BACID_2|LEVY_TAX_BACID_3|LEVY_TAX_MERGE_PTRAN_FLG|PEG_INT_FOR_AC_FLG|MOD_OF_PEG_INT_ALLOWED_FLG|PEG_REVIEW_PREF_FROM_CUST|DFLT_INT_PAR_CHNG_EXCP_CODE|CLS_PEND_REVERSAL_EXCP_CODE|CHQ_ISSUED_ACK_EXCP_CODE|ACCT_CLOSURE_CHRG_DAYS|ACCT_CLOSURE_CHRG_MNTHS|ACCT_MAINT_PERIOD|MIN_COMMIT_CHRG_UTIL_PCNT|COMMIT_CALC_METHOD|INACTIVE_ACCT_CHRG_DAYS|INACTIVE_ACCT_CHRG_MNTHS|DORMANT_ACCT_CHRG_DAYS|DORMANT_ACCT_CHRG_MNTHS|PARTITION_MANDATORY_FLG|BOOK_TRAN_SCRIPT|INTCALC_TRAN_SCRIPT|ADVANCE_INT_BACID|TDS_PARKING_BACID|PENAL_PANDL_BACID|DFLT_CLG_TRAN_CODE|DFLT_INST_TYPE|CHQ_UNUSABLE_EXCP_CODE|INT_PANDL_BACID_CR|INT_PANDL_BACID_DR|BEL_MIN_BAL_EXCP_CODE|PEN_CHRG_NCALC_EXCP_CODE|INT_FREQ_TYPE_CR|INT_FREQ_WEEK_NUM_CR|INT_FREQ_WEEK_DAY_CR|INT_FREQ_START_DD_CR|INT_FREQ_HLDY_STAT_CR|INT_FREQ_TYPE_DR|INT_FREQ_WEEK_NUM_DR|INT_FREQ_WEEK_DAY_DR|INT_FREQ_START_DD_DR|INT_FREQ_HLDY_STAT_DR|PD_GL_SUB_HEAD_CODE|PD_INT_CALC_EXCP_CODE|PD_DR_TRAN_EXCP_CODE|LIM_LEVEL_INT_FLG|EEFC_FLG|TS_CNT|CS_SCHM_MESG1|CS_SCHM_MESG2|PS_FREQ_TYPE|PS_FREQ_WEEK_NUM|PS_FREQ_WEEK_DAY|PS_FREQ_START_DD|PS_FREQ_HLDY_STAT|AUTO_RENEWAL_PERIOD_FLG|PRODUCT_GROUP|PRINCIPAL_LOSSLINE_BACID|RECOVER_LOSSLINE_BACID|CHRGE_OFF_BACID|DEALER_CONTR_BACID|INT_WAIVER_BACID|DAILY_COMP_INT_FLG|QIS_INT_FLG|STOCK_INT_FLG|UNVERIFIED_SPP_EXCP_CODE|OVDU_INT_PAID_BACID|OVDU_INT_PANDL_BACID_CR|COMP_DATE_FLG|DISC_RATE_FLG|START_DATE|END_DATE|SET_ID|CS_SCHM_NATL_MESG1|CS_SCHM_NATL_MESG2|STP_DR_INT_RECALC|STP_CR_INT_RECALC|FIXEDTERM_MNTHS|FIXEDTERM_YEARS|REPRICING_PLAN|REPRICING_FREQ_MNTHS|REPRICING_FREQ_DAYS|REPRICING_YEAR_IND|FLOAT_INT_TBL_CODE|REPRICING_EXCP_CODE|FLOAT_REPRICING_FREQ_MNTHS|FLOAT_REPRICING_FREQ_DAYS|SCRIPT_VALUE_DATE_EXCP_CODE|CUST_MIN_AGE|CUST_MAX_AGE|AGE_RANGE_EXCP_CODE|SCHM_SHORT_NAME|PREF_LANG_CODE|PREF_LANG_SCHM_DESC|PREF_LANG_SCHM_SHORT_NAME|TENOR_IND_FLG|RULE_CODE|SECURED_FLG|LOOKBACK_PERD_FOR_PASTDUE|BANK_ID|NEGATIVE_LIEN_EXCP_CODE|CHQ_REJECT_EXCP_CODE|PEN_COLL_FLG|SYN_AGENT_SCHEME|PEN_COLL_BACID|PRODUCT_CONCEPT|ACCT_LINKED_INVT_ID_EXCP_CODE|PENAL_INT_COLL_BACID|PAST_DUE_INT_COLL_BACID|PAST_DUE_PENAL_INT_COLL_BACID|SCHM_NATURE|PS_FREQ_CAL_BASE|ADDITIONAL_CAL_BASE|INT_FREQ_CAL_BASE_CR|INT_FREQ_CAL_BASE_DR|MUD_POOL_PROD_FLG|ALT1_SCHM_SHORT_NAME|ALT1_SCHM_DESC|PRODUCT_SRL_NUM|PRODUCT_ID|ISLAMIC_PRODUCT_TYPE|PRODUCT_TYPE|INT_COMPOUNDING_FRQ_CR|INT_COMPOUNDING_REST_FLG_CR|DISC_RATE_FLG_CR|KONFORMNA_FLG|OVERIDE_DEF_MIN_BAL_PARAM_EXCP|CHQ_PROV_BY_BANK_FLG|PRODUCT_CODE|INT_FREQ_MONTHS_DR|INT_FREQ_DAYS_DR
SBLEK|N|SBLEK  SMALL BUSINESS LOANS EURO KIDS|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||7||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-08-08 17:34:17.0|2017-02-28 12:42:19.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130076SBIL1|||||411060075SBIL1|||||0|0||||0|0||14740|GC4|GD4||N|8|||||0|0||||149990075SBIL1|420190003|147400001SBIL1||411069998||||||||N|2017-02-02 00:00:00.0|2019-08-08 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|65||SBLEK||SMALL BUSINESS LOAN|BUSINESS LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||O||||N||||0|0
CAKIT|N|CURRENT ACCOUNT R KIT|Y|40|ACNUM|odfe3201|odfe3250||162020013|424020020|M||0|1|N|||N|N|Y|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|N|Y|N|N|Y|02505|06219|2017-06-05 17:58:41.0|2016-03-08 19:41:25.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120027|29|CHQ|||411050013||GB6|||0|0||M||0|31|P|14562|GC6|GD4|N|N|2|||M||0|31|P||GENER|149970013|420190001|145620001|||M|N|N|CR3|||M|N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||CAKIT|INFENG|BUSINESS CURRENT ACCOUNT R KIT||||N|180|01|GG4||||162040023||||162070018|162120023|N||00|||||||||||||||Y||0|0
BLSMQ|N|MICRO AND SMALL ENTERPRISES LOANS|Y|80|ACNUM|lafe3201|lafe3250||162030068BLSME||||0|0||||N|N|N|N||10||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-05-15 12:24:33.0|2016-08-19 12:56:32.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130069BLSME|||||411060068BLSME|||||0|0||||0|0||14734|GC4|GD4||N|11|||||0|0||||149990068BLSME|420190003|147340001BLSME||411069998||||||||N|2015-04-01 00:00:00.0|2019-05-15 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||21|65||BLSMQ||||||N|0|01||||N|162050068BLSME||||162080068BLSME|162130068BLSME|N||00|||||||||O||||N||||0|0
SBLDR|N|SMALL BUSINESS LOAN  DOCTORS|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||10||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-03-07 13:19:21.0|2016-08-26 15:02:30.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130076SBIL1|||||411060075SBIL1|||||0|0||||0|0||14740|GC4|GD4||N|11|||||0|0||||149990075SBIL1|420190003|147400001SBIL1||411069998||||||||N|2014-09-29 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||25|65||SBLDR||SMALL BUSINESS LOAN|BUSINESS LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||O||||N||||0|0
DFLTW|N|DECIMUS VEHICLE LOAN  TWO WHEELER|Y|80|ACNUM|lafe3201|lafe3250||162030047VL2WL||||0|0||||N|N|N|N||12||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C2470|2019-05-14 16:39:12.0|2016-11-18 11:14:01.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130047VL2WL|||||411060047VL2WL|||||0|0||||0|0||14716|GC4|GD4||N|13|||||0|0||||149990047VL2WL|420190003|147160001VL2WL||411069998||||||||N|2016-11-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|65||DFLTW|||AUTO LOAN|||Y|0|01||||N|162050047VL2WL||||162080047VL2WL|162130047VL2WL|N||00|||||||||A||||N||||0|0
SBLIN|N|SBLIN  SMALL BUSINESS LOAN INDIFI|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||4||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2017-11-18 14:18:13.0|2016-11-30 17:40:23.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130076SBIL1|||||411060075SBIL1|||||0|0||||0|0||14740|GC4|GD4||N|5|||||0|0||||149990075SBIL1|420190003|147400001SBIL1||411069998||||||||N|2016-11-28 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||25|65||SBLIN||SMALL BUSINESS LOAN|BUSINESS LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||O||||N||||0|0
FNNRO|N|FOREIGN NATIONAL NRO SAVINGS ACCOUNT|Y|30|ACNUM|odfe3201|odfe3250|253210009SBNRO|162020012SBNRO|424020020|M||0|1|N|||N|N|N|Y||2|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||GK2||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|Y|Y|10772|06219|2018-04-01 22:18:22.0|2017-03-14 18:51:32.0||GB3|||Y||N||259960001|A|GQ2|GD2||GR3|Y|GG2|GH2|GS3|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120020FNNRO|31|CHQ||311010107FNNRO|411050039FNNRO||GB6|Q||0|31|P|M||0|31|P|14561|||N|N|3|||Q||0|31|P||GENER||420190001|146330001FNNRO||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0|GF5|FNNRO|INFENG|FOREIGN NATIONAL NRO SAVINGS ACCOUNT||||N|180|01|GG5||||162040022SBNRO||||162070035|162120022SBNRO|N||00|||||||||||||||N||0|0
SBAB1|N|ABACUS DIGITAL SAVINGS AC OTP|Y|30|ACNUM|odfe3201|odfe3250|253210001SBGEN|162020001SBGEN|424020020|M||0|1|N|||N|N|N|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||GK3||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|Y|Y|N|N|Y|C1351|06219|2017-07-20 18:38:02.0|2017-03-22 11:07:13.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120022SBAB1|31|CHQ||311010108SBAB1|411050041SBAB1||GB6|Q||0|31|P|M||0|31|P|14550|||N|N|2|||Q||0|31|P||GENER|149970001SBGEN|420190001|146030001SBAB1||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|18|999|GF6|SBAB1|INFENG|ABACUS DIGITAL SAVINGS AC OTP||||N|180|01|GG5||||162040011SBGEN||||162070030|162120011SBGEN|N||00|||||||||||||||N||0|0
SBAB2|N|ABACUS DIGITAL SAVINGS AC IPV|Y|30|ACNUM|odfe3201|odfe3250|253210001SBGEN|162020001SBGEN|424020020|M||0|1|N|||N|N|Y|Y||0|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|N|Y|C1351|06219|2017-03-22 11:22:12.0|2017-03-22 11:15:28.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120023SBAB2|31|CHQ||311010109SBAB2|411050042SBAB2||GB6|Q||0|31|P|M||0|31|P|14550|||N|N|1|||Q||0|31|P||GENER|149970001SBGEN|420190001|146040001SBAB2||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|18|999|GF6|SBAB2|INFENG|ABACUS DIGITAL SAVINGS AC IPV||||N|180|01|GG5||||162040011SBGEN||||162070030|162120011SBGEN|N||00|||||||||||||||N||0|0
ALSUB|N|AGRIBUSINESS SUBSIDY LOAN ACCOUNT|Y|80|ACNUM|lafe3201|lafe3250||162030041LADEP||||0|0||||N|N|N|N||7||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C2470|2018-12-31 12:16:45.0|2016-05-07 12:11:09.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||N|||GZ2|||0|0||0||0|0|0|0||||||411130041LADEP|||||411060041LADEP|||||0|0||||0|0||14742|GC4|GD4||N|8|||||0|0||||149990041LADEP|420190003|147420001ALSUB||411069998||||||||N|2013-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|V|0|0|A||IK2|0|0||18|70||ALSUB||||||N|0|01||||N|162050041LADEP||||162080041LADEP|162130041LADEP|N||00|||||||||O||||N||||0|0
SPNRE|N|PRIME EDGE NRE SAVINGS ACCOUNT|Y|30|ACNUM|odfe3201|odfe3250|253210005SBNRE|162020011SBNRE|424020020|M||0|1|N|||N|N|Y|Y||6|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|Y|Y|10245|08677|2018-11-02 14:52:58.0|2016-07-26 14:55:46.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS3|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120131SPNRE|31|CHQ||311010022SPNRE|411050082SPNRE||GB6|Q||0|31|P|M||0|31|P|14560|||N|N|7|||Q||0|31|P||GENER||420190001|145940001SPNRE||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0|GF5|SPNRE|INFENG|PRIME EDGE NRE SAVINGS ACCOUNT||||N|180|01|GG5||||162040021SBNRE||||162070034SBNRE|162120021SBNRE|N||00|||||||||||||||Y||0|0
ELHRP|N|EDUCATION LOANS  HRP STAFF|Y|80|ACNUM|lafe3201|lafe3250||162030036EDULN||||0|0||||N|N|N|N||7||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-03-07 13:08:05.0|2016-08-03 16:01:22.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130036EDULN|||||411060036EDULN|||||0|0||||0|0||14705|GC4|GD4||N|8|||||0|0||||149990036EDULN|420190003|147050001EDULN||411069998||||||||N|2016-06-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||17|70||ELHRP|||EDUCATION LOAN|||N|0|01||||N|162050036EDULN||||162080036EDULN|162130036EDULN|N||00|||||||||S||||N||||0|0
JETOD|N|SECURED CONSTANT OVERDRAFT|Y|60|ACNUM|odfe3201|odfe3250||162020052ODLAP|424020020|M||0|31|P|||N|N|Y|Y||9|Y|GI3|GJ2||GE3|GF3|||CD3||CB3|||||CH3||||||CJ3|CK3|CL2|CM3|CN2||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn||0|0|011|ODA|N|Y|N|N|N|C1685|C2470|2019-09-24 15:59:29.0|2016-08-11 19:10:11.0||GB3|||N||N|||A|GQ1|GD2||GR3|Y|GG2|GH2|GS2|GT2|N|0|0|0||||||||Y|Y|N|GZ2|CO3||0|6||99.99||0|0|0|0||||||411120036ODLAP|29|CHQ|CQ3||411050051ODLAP|||||0|0||M||0|31|P|14630|GC4|GD4|N|N|10|||M||0|31|N||GENER|149970057ODLAP|420190001|145710001ODLAP|||N|N|N|CR3||||N|2010-01-23 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0||23|65|GF6|JETOD|INFENG|||||Y|180|01|GG5||||162040050ODLAP|OD|||162070047ODLAP|162120049ODLAP|N||00|||||||||||||||Y||0|0
BILDR|N|BUSINESS LOANS  DOCTORS|Y|80|ACNUM|lafe3201|lafe3250||162030033BLGEN||||0|0||||N|N|N|N||9||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-03-07 12:57:21.0|2016-08-26 15:02:02.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130033BLGEN|||||411060033BLGEN|||||0|0||||0|0||14702|GC4|GD4||N|10|||||0|0||||149990033BLGEN|420190003|147020001BLGEN||411069998||||||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||18|70||BILDR|||BUSINESS LOAN|||N|0|01||||N|162050033BLGEN||||162080033BLGEN|162130033BLGEN|N||00|||||||||O||||N||||0|0
ODNRT|N|OVERDRAFT TERM DEPOSITS NRO - (THIRD PARTY)|Y|60|ACNUM|odfe3201|odfe3250||162020130ODNRO|424020020|M||0|1|N|||N|N|Y|Y||7|Y|GI3|GJ3||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|N|Y|N|Y|Y|12409|06219|2019-02-12 15:27:40.0|2016-10-13 13:14:27.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||Y|Y|N|GI6|CO3||0|0||0||0|0|0|0||||||411120137ODNRT|29|CHQ||311010009SBNRO|411050087ODNRT||GB6|||0|0||M||0|31|P|14678|GC6|GD4|N|N|8|||M||0|31|P||GENER|149970029ODDEP|420190001|146780001ODNRT|||N|N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||ODNRT|INFENG|||||Y|180|01|GG4||||162040130ODNRO|OD|||162070130ODNRO|162120130ODNRO|N||00|||||||||||||||Y||0|0
BILCT|N|BILCT  BUSINESS INSTALMENT LOANS COINTRIBE|Y|80|ACNUM|lafe3201|lafe3250||162030033BLGEN||||0|0||||N|N|N|N||7||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C2470|2019-03-07 12:56:52.0|2017-02-28 12:54:39.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130033BLGEN|||||411060033BLGEN|||||0|0||||0|0||14702|GC4|GD4||N|8|||||0|0||||149990033BLGEN|420190003|147020001BLGEN||411069998||||||||N|2017-02-02 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|65||BILCT|||BUSINESS LOAN|||N|0|01||||N|162050033BLGEN||||162080033BLGEN|162130033BLGEN|N||00|||||||||O||||N||||0|0
FTNRO|N|FOREIGN NATIONAL NRO SAVINGS ACCOUNT – LESS THAN 6 MONTHS|Y|30|ACNUM|odfe3201|odfe3250|253210009SBNRO|162020012SBNRO|424020020|M||0|1|N|||N|N|Y|Y||3|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||GK2||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|Y|Y|06728|06219|2019-07-22 19:14:26.0|2017-03-14 18:46:02.0||GB3|||Y||N||259960001|A|GQ2|GD2||GR3|Y|GG2|GH2|GS3|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120019FTNRO|31|CHQ||311010106FTNRO|411050038FTNRO||GB6|Q||0|31|P|M||0|31|P|14561|||N|N|4|||Q||0|31|P||GENER||420190001|146320001FTNRO||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0|GF5|FTNRO|INFENG|FOREIGN NATIONAL NRO SAVINGS ACCOUNT – LESS THAN 6 MONTHS||||N|180|01|GG5||||162040022SBNRO||||162070035|162120022SBNRO|N||00|||||||||||||||Y||0|0
MELSF|N|SMALL BUSINESS LOAN  MICRO AND SMALL ENTERPRISES|Y|80|ACNUM|lafe3201|lafe3250||162030068BLSME||||0|0||||N|N|N|N||20||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10149|07296|2019-06-04 15:19:45.0|2015-12-30 13:41:54.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130069BLSME|||||411060068BLSME|||||0|0||||0|0||14734|GC4|GD4||N|21|||||0|0||||149990068BLSME|420190003|147340001BLSME||411069998||||||||N|2015-12-30 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|60||MELSF||||||N|0|01||||N|162050068BLSME||||162080068BLSME|162130068BLSME|N||00|||||||||O||||N||||0|0
CAVOS|N|CURRENT  ACCOUNT TAGGED AS VOSTRO|Y|40|ACNUM|odfe3201|odfe3250||162020129CAVOS|424020020|M||0|1|N|||N|N|Y|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|N|Y|N|N|Y|10245|06219|2018-03-28 18:41:55.0|2016-02-26 15:29:26.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120129CAVOS|29|CHQ|||411050079CAVOS||GB6|||0|0||M||0|31|P|14562|GC6|GD4|N|N|2|||M||0|31|P||GENER|149970131CAVOS|420190001|146290001CAVOS|||M|N|N|CR3|||M|N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||CAGEN|INFENG|CURRENT  ACCOUNT TAGGED AS VOSTRO||||N|180|01|GG4||||162040129CAVOS||||162070129CAVOS|162120128CAVOS|N||00|||||||||||||||Y||0|0
