ACID|ENTITY_CRE_FLG|DEL_FLG|CHRGE_OFF_DATE|CHRGE_OFF_PRINCIPAL|PENDING_INTEREST|PRINCIPAL_RECOVERY|INTEREST_RECOVERY|DATE_NON_ACCRUE|INT_SUSPENSE_AMT|PENAL_INT_SUSPENSE_AMT|LCHG_USER_ID|LCHG_TIME|RCRE_USER_ID|RCRE_TIME|TS_CNT|REASON_CODE|ACCRUED_INT_RECOVERY|WAIVED_ACCRUED_AMT|COLLATERAL_VALUE|CHARGE_OFF_TYPE|MODE_OF_OPER|PROVISION_AMT|DEFERRED_INT_AMT|HLDY_PERD_INT_AMT|EMICAP_DEFERRED_INT|CHRGOFF_NONPASTDUE_FLG|BANK_ID|ACCRUED_PENAL_INT_RECOVERY|PENAL_INT_RECOVERY|COLL_INT_RECOVERY|COLL_PENAL_INT_RECOVERY
012969822|Y|N||0|0|0|0|2016-01-06 00:00:00.0|0|0|06422|2018-06-30 17:12:36.0|04907|2016-01-06 14:43:19.0|946||0|0|0|||0|0|0|0||01|0|0|346,862.32|2,132
012911537|Y|N||0|0|0|0|2016-01-06 00:00:00.0|341,592.87|0.11|C10102|2019-08-23 03:32:24.0|04907|2016-01-06 14:45:59.0|1,352||0|0|0|||0|0|0|0||01|0|0|53,737|32,443
012927854|Y|N||0|0|0|0|2016-01-06 00:00:00.0|264,509.9|0|C10102|2019-08-23 03:32:26.0|04907|2016-01-06 14:46:23.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
012938951|Y|N||0|0|0|0|2016-01-06 00:00:00.0|1,289,904.51|0.17|C10102|2019-08-23 03:32:39.0|04907|2016-01-06 18:51:13.0|1,353||0|0|0|||0|0|0|0||01|0|0|199,327|191,332
013091383|Y|N||0|0|0|0|2016-01-06 00:00:00.0|327,548.31|-1.63|C10102|2019-08-23 03:35:14.0|04907|2016-01-06 18:52:44.0|1,349||0|0|0|||0|0|0|0||01|0|0|66,561|36,752
013148841|Y|N||0|0|0|0|2016-01-06 00:00:00.0|445,615|0|C10102|2019-08-23 03:32:23.0|04907|2016-01-06 18:53:10.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
013120176|Y|N||0|0|0|0|2016-01-06 00:00:00.0|221,143.33|0|C10102|2019-08-23 03:33:06.0|04907|2016-01-06 18:55:09.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
012366104|Y|N||0|0|0|0|2016-01-13 00:00:00.0|74,058.45|0.2|C10102|2019-08-23 03:32:43.0|06422|2016-01-13 14:11:09.0|1,320||0|0|0|||0|0|0|0||01|0|0|1,508|0
011922958|Y|N||0|0|0|0|2016-01-13 00:00:00.0|48,887.3|-1.15|C10102|2019-08-23 03:32:38.0|06422|2016-01-13 14:19:18.0|1,348||0|0|0|||0|0|0|0||01|0|0|19,712|5,091
011967369|Y|N||0|0|0|0|2016-01-13 00:00:00.0|0|-1.62|00964|2018-09-18 16:38:28.0|06422|2016-01-13 14:24:28.0|1,011||0|0|0|||0|0|0|0||01|0|0|72,343|2,049
011967396|Y|N||0|0|0|0|2016-01-13 00:00:00.0|64,447.16|-2.48|C10102|2019-08-23 03:32:38.0|06422|2016-01-13 14:25:01.0|1,342||0|0|0|||0|0|0|0||01|0|0|9,350|3,023
011969289|Y|N|2018-02-23 00:00:00.0|293|0|293|0|2016-01-13 00:00:00.0|0|5.34|09575|2018-02-23 19:20:31.0|06422|2016-01-13 14:29:10.0|805|2|0|0|361,460|F|C|0|0|0|0||01|0|0|41,760|7,917
012871620|Y|N||0|0|0|0|2016-01-13 00:00:00.0|47,154.46|-0.52|C10102|2019-08-23 03:32:42.0|06422|2016-01-13 14:38:20.0|1,364||0|0|0|||0|0|0|0||01|0|0|52,370|4,355
011856165|Y|N||0|0|0|0|2016-01-13 00:00:00.0|0|0|07954|2017-03-10 16:10:56.0|06422|2016-01-13 14:39:38.0|430||0|0|0|||0|0|0|0||01|0|0|2,390|0
011856172|Y|N|2018-03-21 00:00:00.0|321|0|321|0|2016-01-13 00:00:00.0|0|0.52|00964|2018-03-21 09:12:55.0|06422|2016-01-13 14:42:19.0|809||0|0|109,200|F|C|0|0|0|0||01|0|0|4,359|0
011859994|Y|N||0|0|0|0|2016-01-13 00:00:00.0|272,901.25|0|C10102|2019-08-23 03:32:00.0|06422|2016-01-13 14:45:47.0|1,320||0|0|0|||0|0|0|0||01|0|0|0|0
012465568|Y|N||0|0|0|0|2016-03-18 00:00:00.0|0|0|C3166|2016-08-17 02:34:36.0|07845|2016-03-18 18:17:46.0|165||0|0|0|||0|0|0|0||01|0|0|421|0
012465605|Y|N||0|0|0|0|2016-03-18 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-18 18:17:50.0|164||0|0|0|||0|0|0|0||01|0|0|129|0
012983429|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:15.0|07845|2016-03-21 18:07:35.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
012989960|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:15.0|07845|2016-03-21 18:07:37.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012990364|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:24.0|07845|2016-03-21 18:07:40.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012990618|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:25.0|07845|2016-03-21 18:07:42.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012990535|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:25.0|07845|2016-03-21 18:07:44.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012993905|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:25.0|07845|2016-03-21 18:07:47.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012994347|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:25.0|07845|2016-03-21 18:07:49.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012994681|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:25.0|07845|2016-03-21 18:07:52.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012994689|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:25.0|07845|2016-03-21 18:07:55.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
012994868|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:46.0|07845|2016-03-21 18:07:58.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
012995127|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:46.0|07845|2016-03-21 18:08:02.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
012995677|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:48.0|07845|2016-03-21 18:08:04.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
012996115|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:25.0|07845|2016-03-21 18:08:07.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
012996377|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:26.0|07845|2016-03-21 18:09:32.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
012996390|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:34:26.0|07845|2016-03-21 18:09:35.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
012996408|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:53.0|07845|2016-03-21 18:09:37.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
012996944|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 18:09:39.0|161||0|0|0|||0|0|0|0||01|0|0|528|0
012997083|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 18:09:43.0|161||0|0|0|||0|0|0|0||01|0|0|0|0
012997084|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 18:09:46.0|161||0|0|0|||0|0|0|0||01|0|0|0|0
012997181|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 18:09:48.0|161||0|0|0|||0|0|0|0||01|0|0|0|0
012997285|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:35:31.0|07845|2016-03-21 18:09:50.0|162||0|0|0|||0|0|0|0||01|0|0|18|0
012997712|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-07-26 02:54:24.0|07845|2016-03-21 18:09:54.0|138||0|0|0|||0|0|0|0||01|0|0|2|0
013002992|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:09:58.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013003215|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:27.0|07845|2016-03-21 18:10:01.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013003314|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:27.0|07845|2016-03-21 18:10:04.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013003359|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:27.0|07845|2016-03-21 18:10:06.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013003219|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-07-26 02:53:19.0|07845|2016-03-21 18:10:09.0|138||0|0|0|||0|0|0|0||01|0|0|0|0
013003124|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:11.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013003125|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:14.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013003151|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:17.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013003191|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:53.0|07845|2016-03-21 18:10:20.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
013003155|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:53.0|07845|2016-03-21 18:10:22.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
013003591|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:25.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
011865667|Y|N|2016-07-19 00:00:00.0|964,051.5|371,438.44|964,051.5|0|2015-11-13 00:00:00.0|338,043.06|33,395.54|00690|2016-07-19 14:47:24.0|04907|2015-11-13 16:23:34.0|264|2|0|0|9,700,000|F|C|0|0|0|0||01|0|0|0|0
012748444|Y|N||0|0|0|0|2016-01-06 00:00:00.0|56,600.21|-0.23|C10102|2019-08-23 03:32:16.0|04907|2016-01-06 14:41:53.0|1,351||0|0|0|||0|0|0|0||01|0|0|13,374|7,534
013081313|Y|N||0|0|0|0|2016-01-06 00:00:00.0|255,910.88|0.12|C10102|2019-08-23 03:32:16.0|04907|2016-01-06 14:44:16.0|1,347||0|0|0|||0|0|0|0||01|0|0|4,000|0
012766380|Y|N||0|0|0|0|2016-01-06 00:00:00.0|366,714.56|0|C10102|2019-08-23 03:33:05.0|04907|2016-01-06 14:45:07.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
013127696|Y|N||0|0|0|0|2016-01-06 00:00:00.0|437,414.66|0|C10102|2019-08-23 03:35:14.0|04907|2016-01-06 18:53:33.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
013144620|Y|N||0|0|0|0|2016-01-06 00:00:00.0|320,532.01|0|C10102|2019-08-23 03:33:06.0|04907|2016-01-06 18:53:55.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
013117458|Y|N||0|0|0|0|2016-01-06 00:00:00.0|150,515.63|0|C10102|2019-08-23 03:33:06.0|04907|2016-01-06 18:56:55.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
012427248|Y|N||0|0|0|0|2016-01-12 00:00:00.0|34,549.55|0|C10102|2019-08-23 03:31:54.0|04907|2016-01-12 13:17:09.0|1,340||0|0|0|||0|0|0|0||01|0|0|0|0
011864975|Y|N||0|0|0|0|2016-01-12 00:00:00.0|0|0|00654|2018-07-20 16:25:04.0|04907|2016-01-12 13:18:21.0|959||0|0|0|||0|0|0|0||01|0|0|22,074|3,327.76
012526796|Y|N|2019-08-19 00:00:00.0|56,918|0|56,918|0|2016-01-13 00:00:00.0|0|-4.19|03740|2019-08-19 17:59:52.0|06422|2016-01-13 14:18:42.0|1,345|2|0|0|366,545|F|C|0|0|0|0||01|0|0|83,147|8,092
012643301|Y|N|2018-03-21 00:00:00.0|11,287.2|0|11,287.2|0|2016-01-13 00:00:00.0|0|3.32|00964|2018-03-21 09:14:32.0|06422|2016-01-13 14:23:57.0|828||0|0|240,000|F|C|0|0|0|0||01|0|0|22,588|1,982
011856163|Y|N|2018-03-21 00:00:00.0|10,044.47|0|10,044.47|0|2016-01-13 00:00:00.0|0|-0.35|00964|2018-03-21 09:13:58.0|06422|2016-01-13 14:41:45.0|806||0|0|110,000|F|C|0|0|0|0||01|0|0|10,529|115
011856931|Y|N||0|0|0|0|2016-01-13 00:00:00.0|0|0|03061|2016-08-02 12:12:03.0|06422|2016-01-13 14:44:10.0|207||0|0|0|||0|0|0|0||01|0|0|52,771|7,296.57
011860718|Y|N|2018-03-21 00:00:00.0|6,046.86|0|6,046.86|0|2016-01-13 00:00:00.0|0|-0.69|09575|2018-03-21 11:29:27.0|06422|2016-01-13 14:44:43.0|827||0|0|60,000|F|C|0|0|0|0||01|0|0|4,745|0
012225510|Y|N||0|0|0|0|2016-01-20 00:00:00.0|0|0|03585|2016-11-04 18:20:52.0|06422|2016-01-20 16:22:18.0|311||0|0|0|||0|0|0|0||01|0|0|71,880.8|0
012348986|Y|N|2019-03-30 00:00:00.0|589,528|852,816.8|589,528|0|2016-02-16 00:00:00.0|950,135.8|-1.46|15135|2019-03-30 18:23:46.0|06422|2016-02-16 17:26:15.0|1,207|2|0|0|0|F|C|0|0|0|0||01|0|0|742,828|306,547
012998011|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:33:56.0|07845|2016-03-19 15:31:55.0|164||0|0|0|||0|0|0|0||01|0|0|555.78|0
012998210|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:33:56.0|07845|2016-03-19 15:31:59.0|165||0|0|0|||0|0|0|0||01|0|0|691.73|0
012998177|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:33:56.0|07845|2016-03-19 15:32:03.0|164||0|0|0|||0|0|0|0||01|0|0|69|0
012998933|Y|N||0|0|0|0|2016-03-19 00:00:00.0|-0.06|-0.5|C3166|2016-05-06 02:37:09.0|07845|2016-03-19 15:32:07.0|58||0|0|0|||0|0|0|0||01|0|0|0|0
013000784|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:34:34.0|07845|2016-03-19 15:32:12.0|163||0|0|0|||0|0|0|0||01|0|0|125|0
013000939|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C2392|2016-07-26 02:54:46.0|07845|2016-03-19 15:32:16.0|140||0|0|0|||0|0|0|0||01|0|0|0|0
013001084|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:34:34.0|07845|2016-03-19 15:32:19.0|164||0|0|0|||0|0|0|0||01|0|0|338|0
013002584|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C2392|2016-03-31 03:36:55.0|07845|2016-03-19 15:32:23.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
013002604|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C2392|2016-03-31 03:36:55.0|07845|2016-03-19 15:32:26.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
013002611|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:34:34.0|07845|2016-03-19 15:32:29.0|164||0|0|0|||0|0|0|0||01|0|0|0|0
013002787|Y|N||0|0|0|0|2016-03-19 00:00:00.0|0|0|C3166|2016-08-17 02:34:34.0|07845|2016-03-19 15:32:31.0|164||0|0|0|||0|0|0|0||01|0|0|40.73|0
012464848|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 03:10:34.0|07845|2016-03-21 13:13:34.0|162||0|0|0|||0|0|0|0||01|0|0|0|0
012465264|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 13:13:41.0|162||0|0|0|||0|0|0|0||01|0|0|0|0
012465267|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-07-26 02:54:17.0|07845|2016-03-21 13:13:49.0|138||0|0|0|||0|0|0|0||01|0|0|0|0
012466491|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 13:13:57.0|161||0|0|0|||0|0|0|0||01|0|0|137|0
012466516|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:51.0|07845|2016-03-21 13:14:09.0|161||0|0|0|||0|0|0|0||01|0|0|343|0
013003625|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:27.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013003650|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:30.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013003758|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-07-26 02:53:19.0|07845|2016-03-21 18:10:32.0|138||0|0|0|||0|0|0|0||01|0|0|2|0
013004809|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:36.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013004553|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:32.0|07845|2016-03-21 18:10:40.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013004646|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:10:43.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013004808|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:09:33.0|07845|2016-03-21 18:12:30.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013005018|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:58.0|07845|2016-03-21 18:12:34.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
013004266|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:12:36.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013005467|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:12:39.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013005841|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-30 03:41:58.0|07845|2016-03-21 18:12:42.0|11||0|0|0|||0|0|0|0||01|0|0|0|0
013005982|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:12:44.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013005504|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:33:55.0|07845|2016-03-21 18:12:46.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013006207|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:35:23.0|07845|2016-03-21 18:12:48.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013006154|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 04:10:34.0|07845|2016-03-21 18:12:50.0|13||0|0|0|||0|0|0|0||01|0|0|0|0
013007660|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:15.0|07845|2016-03-21 18:12:53.0|161||0|0|0|||0|0|0|0||01|0|0|13|0
013007656|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:15.0|07845|2016-03-21 18:12:59.0|161||0|0|0|||0|0|0|0||01|0|0|13|0
013009692|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:35:57.0|07845|2016-03-21 18:13:06.0|13||0|0|0|||0|0|0|0||01|0|0|1|0
013009870|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C2392|2016-03-31 03:35:57.0|07845|2016-03-21 18:13:11.0|12||0|0|0|||0|0|0|0||01|0|0|0|0
013008977|Y|N||0|0|0|0|2016-03-21 00:00:00.0|0|0|C3166|2016-08-17 02:34:15.0|07845|2016-03-21 18:13:14.0|162||0|0|0|||0|0|0|0||01|0|0|210|0
011865666|Y|N|2016-07-19 00:00:00.0|1,041,566.5|392,210|1,041,566.5|0|2015-11-13 00:00:00.0|359,200.04|33,009.55|00690|2016-07-19 14:47:12.0|04907|2015-11-13 16:23:08.0|268|2|0|0|9,700,000|F|C|0|0|0|0||01|0|0|-10,511|0
011856304|Y|N||0|0|0|0|2015-11-13 00:00:00.0|0|0|03061|2016-10-27 16:28:23.0|04907|2015-11-13 16:35:17.0|364||0|0|0|||0|0|0|0||01|0|0|1,275|0
012643892|Y|N||0|0|0|0|2015-12-17 00:00:00.0|304,150.55|-0.07|C10102|2019-08-23 03:32:46.0|04907|2015-12-17 11:26:43.0|1,368||0|0|0|||0|0|0|0||01|0|0|5,548.84|0
013098882|Y|N||0|0|0|0|2016-01-15 00:00:00.0|0|0|04504|2016-04-18 19:16:34.0|00884|2016-01-15 19:30:30.0|108||0|0|0|||0|0|0|0||01|0|0|196,300|462
012940246|Y|N||0|0|0|0|2016-01-06 00:00:00.0|231,305.28|0|C10102|2019-08-23 03:33:03.0|04907|2016-01-06 14:42:53.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
012971981|Y|N||0|0|0|0|2016-01-06 00:00:00.0|0|1.2|00654|2018-03-31 17:59:23.0|04907|2016-01-06 14:43:49.0|863||0|0|0|||0|0|0|0||01|0|0|363,940|72,829
012911541|Y|N||0|0|0|0|2016-01-06 00:00:00.0|450,618.26|0|C10102|2019-08-23 03:32:26.0|04907|2016-01-06 14:44:41.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
012815727|Y|N||0|0|0|0|2016-01-06 00:00:00.0|307,193.52|-1.41|C10102|2019-08-23 03:32:16.0|04907|2016-01-06 14:45:33.0|1,347||0|0|0|||0|0|0|0||01|0|0|1,573.84|1,767
012871813|Y|N|2017-12-28 00:00:00.0|38,022,106|1,372,829|37,141,151|0|2016-01-06 00:00:00.0|491,874|0|10379|2017-12-28 17:03:21.0|04907|2016-01-06 18:50:06.0|751||0|0|38,875,900|F|C|0|0|0|880,955||01|0|0|11,528,343|3,514,971
012789565|Y|N||0|0|0|0|2016-01-06 00:00:00.0|1,483,912.72|0.27|C10102|2019-08-23 03:32:53.0|04907|2016-01-06 18:51:47.0|1,348||0|0|0|||0|0|0|0||01|0|0|0|0
012225733|Y|N||0|0|0|0|2016-01-06 00:00:00.0|112,008.36|0|C10102|2019-08-23 03:33:09.0|04907|2016-01-06 18:56:07.0|1,346||0|0|0|||0|0|0|0||01|0|0|0|0
011859079|Y|N||0|0|0|0|2016-01-06 00:00:00.0|60,807.18|-1.88|C10102|2019-08-23 03:34:04.0|04907|2016-01-06 18:56:32.0|1,348||0|0|0|||0|0|0|0||01|0|0|0|0
012354133|Y|N|2016-01-21 00:00:00.0|143,449|59,064|0|0|2016-01-13 00:00:00.0|59,064|-0.48|04907|2016-01-21 19:03:04.0|06422|2016-01-13 14:05:21.0|12|2|0|0|245,070|F|C|0|0|0|0||01|0|0|0|0
012354170|Y|N|2016-01-21 00:00:00.0|61,829|25,457|0|0|2016-01-13 00:00:00.0|25,457|-0.29|04907|2016-01-21 19:02:49.0|06422|2016-01-13 14:06:10.0|12|2|0|0|105,630|F|C|0|0|0|0||01|0|0|0|0
012354220|Y|N|2016-01-21 00:00:00.0|60,170|24,774|0|0|2016-01-13 00:00:00.0|24,774|-0.18|04907|2016-01-21 19:02:32.0|06422|2016-01-13 14:07:59.0|12|2|0|0|102,795|F|C|0|0|0|0||01|0|0|0|0
012359853|Y|N|2016-01-21 00:00:00.0|110,150|44,939|0|0|2016-01-13 00:00:00.0|44,939|-0.17|04907|2016-01-21 19:03:28.0|06422|2016-01-13 14:08:40.0|12|2|0|0|188,181|F|C|0|0|0|0||01|0|0|0|0
012359879|Y|N|2016-01-21 00:00:00.0|111,959|45,676|0|0|2016-01-13 00:00:00.0|45,676|-0.35|04907|2016-01-21 19:03:43.0|06422|2016-01-13 14:10:32.0|12|2|0|0|194,003.95|F|C|0|0|0|0||01|0|0|0|0
012527462|Y|N|2018-02-22 00:00:00.0|4|0|4|0|2016-01-13 00:00:00.0|0|0.08|09575|2018-02-22 16:07:58.0|06422|2016-01-13 14:16:21.0|806|2|0|0|219,927|F|C|0|0|0|0||01|0|0|32,670|4,664
011967271|Y|N||0|0|0|0|2016-01-13 00:00:00.0|49,054.35|-1.36|C10102|2019-08-23 03:32:38.0|06422|2016-01-13 14:27:52.0|1,345||0|0|0|||0|0|0|0||01|0|0|7,354|2,007
011969228|Y|N||0|0|0|0|2016-01-13 00:00:00.0|0|0|00964|2018-02-20 13:59:31.0|06422|2016-01-13 14:29:44.0|802||0|0|0|||0|0|0|0||01|0|0|39,461|6,233
012845737|Y|N||0|0|0|0|2016-01-13 00:00:00.0|31,464.48|1.51|C10102|2019-08-23 03:32:42.0|06422|2016-01-13 14:36:32.0|1,347||0|0|0|||0|0|0|0||01|0|0|42,902|2,532
011856952|Y|N|2018-03-21 00:00:00.0|3,899.26|0|3,899.26|0|2016-01-13 00:00:00.0|0|1.43|00964|2018-03-21 09:10:50.0|06422|2016-01-13 14:43:26.0|825||0|0|40,000|F|C|0|0|0|0||01|0|0|5,256|0
011860063|Y|N||0|0|0|0|2016-01-13 00:00:00.0|240,153.27|-0.03|C10102|2019-08-23 03:32:21.0|06422|2016-01-13 14:47:02.0|1,321||0|0|0|||0|0|0|0||01|0|0|186,668|18,333
