ACID|MAX_ALWD_ADVN_LIM|ACCT_CRFILE_REF_ID|LF_CHRG_PEND_LINES|HEALTH_CODE|LAST_LF_CALC_DATE|LAST_AOD_AOS_DATE|RCRE_USER_ID|RCRE_TIME|LCHG_USER_ID|LCHG_TIME|DUE_DATE|EXT_DUE_DATE|ECGC_APPL_FLG|ECGC_DR_ACID|ACCT_STATUS|LST_ECGC_CAL_DATE|ACCT_STATUS_DATE|TS_CNT|RPC_ACCT_FLG|STICKY_DATE|DISB_IND|ENTITY_CRE_FLG|DEL_FLG|DELINK_ACID|INTERNAL_LIMIT_UPD_FLG|ACCT_CLS_REASON_CODE|COLLECTION_OFFICER|BANK_ID|NEXT_INACT_CHRG_CALC_DATE|NEXT_DORM_CHRG_CALC_DATE|NOTICE_DAYS
011423475|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C11727|2019-07-07 00:34:36.0|||||I||2019-07-07 00:00:00.0|9||||Y|N|||||01|2019-07-07 00:00:00.0||0
011422331|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|C8649|2019-01-10 02:11:49.0|||||I||2019-01-10 00:00:00.0|5||||Y|N|||||01|2019-01-10 00:00:00.0|2013-08-25 00:00:00.0|0
011422504|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:15.0|C10102|2019-03-06 02:50:59.0|||||A||2019-02-26 00:00:00.0|5||||Y|N|||||01|2013-09-29 00:00:00.0|2014-09-30 00:00:00.0|0
011427385|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C3166|2018-11-18 23:42:31.0|||||A||2018-11-05 00:00:00.0|6||||Y|N|||||01|||0
011427397|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C10102|2019-03-24 00:11:11.0|||||A||2019-02-19 00:00:00.0|8||||Y|N|||||01|2016-06-28 00:00:00.0||0
011421311|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|C5121|2018-09-28 01:24:15.0|||||A||2018-08-29 00:00:00.0|7||||Y|N|||||01|||0
011421538|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C5121|2018-11-28 00:56:54.0|||||A||2018-11-27 00:00:00.0|7||||Y|N|||||01|2016-04-16 00:00:00.0||0
011421753|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C4261|2017-02-14 00:53:41.0|||||D||2017-02-14 00:00:00.0|4||||Y|N|||||01|2016-02-13 00:00:00.0|2017-02-14 00:00:00.0|0
011424138|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|C5121|2019-03-17 02:32:27.0|||||D||2019-03-17 00:00:00.0|8||||Y|N|||||01|2018-03-16 00:00:00.0|2019-03-17 00:00:00.0|0
011420042|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:05.0|C5121|2018-11-30 02:49:32.0|||||A||2018-11-13 00:00:00.0|6||||Y|N|||||01|||0
011426556|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:30.0|C11727|2019-06-16 02:56:11.0|||||A||2019-06-04 00:00:00.0|7||||Y|N|||||01|||0
011424064|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|C8649|2018-12-06 03:20:20.0|||||A||2018-12-04 00:00:00.0|6||||Y|N|||||01|||0
011424868|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:24.0|C8649|2019-02-03 23:57:54.0|||||A||2019-01-31 00:00:00.0|6||||Y|N|||||01|||0
011425519|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C5121|2018-10-31 00:49:29.0|||||A||2018-10-23 00:00:00.0|7||||Y|N|||||01|||0
011423791|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C11727|2019-07-07 23:57:48.0|||||D||2019-07-08 00:00:00.0|8||||Y|N|||||01|2018-07-07 00:00:00.0|2019-07-08 00:00:00.0|0
011423460|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C5121|2019-08-01 04:32:12.0|||||A||2019-07-19 00:00:00.0|7||||Y|N|||||01|||0
011423471|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|00711|2014-12-16 14:15:13.0|||||A||2014-07-09 00:00:00.0|3||||Y|N|||005||01|||0
011426623|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|00862|2017-09-14 16:56:54.0|||||A||2017-09-13 00:00:00.0|6||||Y|N|||022||01|2014-07-11 00:00:00.0|2015-07-12 00:00:00.0|0
011427462|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:34.0|04636|2014-06-03 15:52:49.0|||||A||2013-12-02 00:00:00.0|2||||Y|N|||005||01|||0
011427571|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:34.0|C10102|2019-03-28 00:46:34.0|||||A||2018-10-19 00:00:00.0|8||||Y|N|||||01|||0
011422838|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:16.0|C5121|2019-01-30 00:53:02.0|||||I||2019-01-30 00:00:00.0|7||||Y|N|||||01|2019-01-30 00:00:00.0||0
011426333|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:30.0|BJMS|2019-02-21 19:40:35.0|||||A||2019-02-21 00:00:00.0|11||||Y|N|||||01|2019-02-17 00:00:00.0|2015-03-31 00:00:00.0|0
011426191|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:29.0|C10102|2019-06-09 00:13:28.0|||||A||2019-05-09 00:00:00.0|9||||Y|N|||||01|2016-09-23 00:00:00.0||0
011426244|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:29.0|C3166|2018-12-08 23:45:50.0|||||A||2018-12-03 00:00:00.0|7||||Y|N|||||01|2014-10-22 00:00:00.0||0
011425034|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:25.0|BJMS|2018-08-30 19:40:39.0|||||A||2018-08-30 00:00:00.0|8||||Y|N|||||01|2018-02-16 00:00:00.0||0
011425017|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:25.0|C5121|2018-11-25 23:55:58.0|||||A||2018-11-18 00:00:00.0|8||||Y|N|||||01|2016-06-14 00:00:00.0||0
011436085|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:58:07.0|C0494|2014-09-30 00:29:53.0|||||D||2014-09-30 00:00:00.0|2||||Y|N|||||01|2013-09-29 00:00:00.0|2014-09-30 00:00:00.0|0
011426666|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C3166|2018-09-13 01:01:20.0|||||I||2018-09-13 00:00:00.0|7||||Y|N|||||01|2018-09-13 00:00:00.0|2017-02-25 00:00:00.0|0
011426785|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C8649|2019-06-08 01:54:11.0|||||A||2019-05-28 00:00:00.0|7||||Y|N|||||01|||0
011420467|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|04594|2015-02-13 12:29:25.0|||||A||2014-12-08 00:00:00.0|3||||Y|N|||001||01|||0
011420469|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C3166|2018-10-06 02:25:25.0|||||A||2018-09-03 00:00:00.0|6||||Y|N|||||01|||0
011423360|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C10102|2019-03-24 00:11:11.0|||||A||2019-03-22 00:00:00.0|9||||Y|N|||||01|2014-08-10 00:00:00.0||0
011421440|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C10102|2019-07-27 02:47:14.0|||||A||2019-07-01 00:00:00.0|10||||Y|N|||||01|2017-12-23 00:00:00.0||0
011423825|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C8649|2019-02-03 00:04:26.0|||||A||2019-01-10 00:00:00.0|7||||Y|N|||||01||2013-01-22 00:00:00.0|0
011424624|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C8649|2018-10-11 00:46:34.0|||||A||2018-10-04 00:00:00.0|6||||Y|N|||||01|||0
011424663|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C11727|2019-07-07 23:57:45.0|||||A||2019-07-07 00:00:00.0|7||||Y|N|||||01|||0
011423339|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C11727|2019-08-07 02:36:15.0|||||A||2019-07-27 00:00:00.0|6||||Y|N|||||01|2013-09-29 00:00:00.0|2014-09-30 00:00:00.0|0
011421591|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C8649|2019-07-14 00:13:20.0|||||A||2019-07-12 00:00:00.0|8||||Y|N|||||01|2016-01-23 00:00:00.0||0
011423497|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C3166|2019-03-09 01:49:26.0|||||I||2019-03-09 00:00:00.0|5||||Y|N|||||01|2019-03-09 00:00:00.0|2014-09-30 00:00:00.0|0
011423508|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C1847|2017-02-05 02:09:44.0|||||D||2017-02-05 00:00:00.0|5||||Y|N|||||01|2016-02-04 00:00:00.0|2017-02-05 00:00:00.0|0
011425986|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|C5121|2019-01-17 00:40:23.0|||||A||2018-11-30 00:00:00.0|7||||Y|N|||||01|||0
011423589|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C10102|2019-05-25 03:42:14.0|||||A||2019-05-23 00:00:00.0|10||||Y|N|||||01|2017-01-19 00:00:00.0||0
011423599|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C5121|2019-05-29 02:21:49.0|||||A||2019-03-28 00:00:00.0|7||||Y|N|||||01|||0
011421797|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|BJMS|2019-07-11 19:40:43.0|||||A||2019-07-11 00:00:00.0|9||||Y|N|||||01|2019-04-01 00:00:00.0|2013-07-21 00:00:00.0|0
011424206|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|C10102|2019-06-09 00:13:28.0|||||A||2019-02-22 00:00:00.0|8||||Y|N|||||01|2017-08-17 00:00:00.0|2014-10-02 00:00:00.0|0
011423035|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C5121|2019-08-01 04:32:10.0|||||I||2019-08-01 00:00:00.0|8||||Y|N|||||01|2019-08-01 00:00:00.0|2014-09-30 00:00:00.0|0
011425550|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C5121|2019-01-31 01:59:22.0|||||A||2018-12-19 00:00:00.0|8||||Y|N|||||01|2016-07-29 00:00:00.0||0
011422033|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C8649|2019-08-12 23:40:58.0|||||A||2019-08-12 00:00:00.0|7||||Y|N|||||01|2015-01-04 00:00:00.0|2016-01-05 00:00:00.0|0
011423057|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C10102|2019-07-26 02:46:01.0|||||A||2019-07-19 00:00:00.0|4||||Y|N|||||01|2013-09-29 00:00:00.0|2014-09-30 00:00:00.0|0
011423068|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C8649|2019-07-18 02:17:55.0|||||A||2019-06-16 00:00:00.0|8||||Y|N|||||01|2014-07-19 00:00:00.0|2015-07-19 00:00:00.0|0
011423089|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C3166|2019-01-25 00:37:37.0|||||A||2019-01-14 00:00:00.0|8||||Y|N|||||01|2016-03-21 00:00:00.0||0
011424828|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:24.0|C8649|2019-01-12 03:21:53.0|||||A||2018-12-24 00:00:00.0|9||||Y|N|||||01|2016-08-07 00:00:00.0||0
011425162|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:25.0|C5121|2018-10-28 01:55:48.0|||||A||2018-10-04 00:00:00.0|8||||Y|N|||||01|2017-08-09 00:00:00.0||0
011425801|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|C3166|2018-11-21 00:34:12.0|||||A||2018-09-14 00:00:00.0|7||||Y|N|||||01|||0
011422422|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|C5121|2018-11-01 03:43:09.0|||||A||2018-10-31 00:00:00.0|6||||Y|N|||||01|||0
011421835|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C0494|2015-07-19 21:00:49.0|||||D||2015-07-19 00:00:00.0|3||||Y|N|||||01|2014-07-18 00:00:00.0|2015-07-19 00:00:00.0|0
011421433|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C3166|2018-12-31 01:34:27.0|||||A||2018-10-15 00:00:00.0|7||||Y|N|||||01|||0
011427402|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C8649|2018-09-21 01:01:42.0|||||I||2018-09-21 00:00:00.0|9||||Y|N|||||01|2018-09-21 00:00:00.0||0
011423070|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C8649|2018-12-08 01:19:54.0|||||A||2018-12-06 00:00:00.0|6||||Y|N|||||01|||0
011421010|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:09.0|C5121|2019-04-13 03:38:33.0|||||D||2019-04-13 00:00:00.0|9||||Y|N|||||01|2018-04-12 00:00:00.0|2019-04-13 00:00:00.0|0
011426330|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:30.0|C8649|2019-08-15 02:31:34.0|||||A||2019-06-17 00:00:00.0|7||||Y|N|||||01|||0
011422224|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|00585|2015-10-29 11:40:33.0|||||A||2015-02-26 00:00:00.0|4||||Y|N|||001||01|2013-11-29 00:00:00.0||0
011423479|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C3166|2018-11-22 02:01:22.0|||||A||2018-10-24 00:00:00.0|7||||Y|N|||||01|||0
011426552|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:30.0|C3166|2018-11-23 01:15:50.0|||||A||2018-11-15 00:00:00.0|6||||Y|N|||||01|||0
011420626|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C11727|2019-08-05 00:27:57.0|||||A||2018-12-01 00:00:00.0|9||||Y|N|||||01|2018-04-19 00:00:00.0||0
011424382|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|C5121|2019-01-15 02:07:58.0|||||D||2019-01-15 00:00:00.0|8||||Y|N|||||01|2018-01-14 00:00:00.0|2019-01-15 00:00:00.0|0
011420918|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|BJMS|2019-05-15 19:40:40.0|||||A||2019-05-15 00:00:00.0|8||||Y|N|||||01|2019-05-05 00:00:00.0||0
011420760|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C11727|2019-07-07 00:34:40.0|||||I||2019-07-07 00:00:00.0|4||||Y|N|||||01|2019-07-07 00:00:00.0|2013-08-02 00:00:00.0|0
011421037|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:09.0|C8649|2019-02-09 01:37:01.0|||||A||2019-02-06 00:00:00.0|6||||Y|N|||||01|||0
011421864|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C3166|2019-03-13 01:05:00.0|||||A||2018-12-19 00:00:00.0|7||||Y|N|||||01|||0
011421925|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|BJMS|2018-09-18 19:40:34.0|||||A||2018-09-18 00:00:00.0|9||||Y|N|||||01|2018-08-02 00:00:00.0||0
011425508|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C8649|2019-02-08 01:27:16.0|||||A||2019-02-01 00:00:00.0|8||||Y|N|||||01|2016-08-04 00:00:00.0||0
011421992|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|BJMS|2019-07-29 19:40:21.0|||||A||2019-07-29 00:00:00.0|8||||Y|N|||||01|2019-03-16 00:00:00.0||0
011423842|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|00963|2018-12-31 17:45:46.0|||||A||2018-12-31 00:00:00.0|5||||Y|N|||||01|2014-06-21 00:00:00.0|2016-02-13 00:00:00.0|0
011420315|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C5121|2018-06-15 01:29:57.0|||||D||2018-06-15 00:00:00.0|7||||Y|N|||||01|2017-06-14 00:00:00.0|2018-06-15 00:00:00.0|0
011420590|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C5121|2018-09-26 02:14:59.0|||||A||2018-09-25 00:00:00.0|6||||Y|N|||||01|||0
011426754|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C3166|2019-01-03 00:26:17.0|||||A||2018-12-28 00:00:00.0|6||||Y|N|||||01|||0
011436848|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:58:10.0|C8649|2019-08-11 00:16:16.0|||||A||2019-08-02 00:00:00.0|10||||Y|N|||||01|2017-06-05 00:00:00.0|2016-02-13 00:00:00.0|0
011424320|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|SYSTEM|2012-12-15 05:57:22.0|||||A|||0||||Y|N|||||01|||0
011423100|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C10102|2019-05-01 03:38:17.0|||||A||2018-09-03 00:00:00.0|8||||Y|N|||||01|2017-06-29 00:00:00.0||0
011423122|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C5121|2019-05-30 02:08:08.0|||||A||2018-11-01 00:00:00.0|9||||Y|N|||||01|2017-09-30 00:00:00.0|2014-09-30 00:00:00.0|0
011421376|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|BJMS|2019-04-25 19:41:05.0|||||A||2019-04-25 00:00:00.0|10||||Y|N|||||01|2019-03-20 00:00:00.0||0
011421387|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|C3166|2019-01-26 03:44:28.0|||||I||2019-01-26 00:00:00.0|7||||Y|N|||||01|2019-01-26 00:00:00.0|2013-03-02 00:00:00.0|0
011426634|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C3166|2018-09-13 01:01:20.0|||||I||2018-09-13 00:00:00.0|8||||Y|N|||||01|2018-09-13 00:00:00.0||0
011426677|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C10102|2019-05-22 03:21:27.0|||||I||2019-05-22 00:00:00.0|11||||Y|N|||||01|2019-05-22 00:00:00.0||0
011420732|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C8649|2018-12-03 00:08:34.0|||||A||2018-12-02 00:00:00.0|6||||Y|N|||||01|||0
011420789|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C8649|2018-12-07 02:34:53.0|||||A||2018-12-01 00:00:00.0|6||||Y|N|||||01|||0
011420803|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C8649|2019-01-10 02:13:00.0|||||I||2019-01-10 00:00:00.0|7||||Y|N|||||01|2019-01-10 00:00:00.0||0
011423803|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C3166|2018-08-29 00:10:32.0|||||A||2018-08-28 00:00:00.0|6||||Y|N|||||01|||0
011423815|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C10102|2019-05-22 03:21:27.0|||||A||2019-05-16 00:00:00.0|8||||Y|N|||||01|2016-11-22 00:00:00.0||0
011420424|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C5121|2018-05-18 01:42:39.0|||||D||2018-05-18 00:00:00.0|7||||Y|N|||||01|2017-05-17 00:00:00.0|2018-05-18 00:00:00.0|0
011423974|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C3166|2018-12-08 23:45:46.0|||||A||2018-11-21 00:00:00.0|7||||Y|N|||||01|||0
011420039|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:05.0|C1847|2018-10-01 01:36:36.0|||||A||2018-09-30 00:00:00.0|7||||Y|N|||||01|2014-01-19 00:00:00.0||0
011426828|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:31.0|C8649|2018-09-20 00:27:34.0|||||A||2018-08-30 00:00:00.0|7||||Y|N|||||01|||0
011420598|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C8649|2019-08-11 00:16:19.0|||||A||2019-03-11 00:00:00.0|8||||Y|N|||||01|2013-10-01 00:00:00.0|2014-10-02 00:00:00.0|0
011420262|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C8649|2019-04-25 02:01:10.0|||||A||2019-03-12 00:00:00.0|8||||Y|N|||||01|2013-11-10 00:00:00.0|2014-11-11 00:00:00.0|0
011423554|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C3166|2018-10-04 01:54:30.0|||||I||2018-10-04 00:00:00.0|5||||Y|N|||||01|2018-10-04 00:00:00.0|2014-09-30 00:00:00.0|0
011426043|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:29.0|C8649|2019-01-11 02:49:40.0|||||A||2019-01-09 00:00:00.0|7||||Y|N|||||01|||0
011423616|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C10102|2019-03-24 00:10:09.0|||||A||2018-09-28 00:00:00.0|10||||Y|N|||||01|2016-10-01 00:00:00.0||0
011421133|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:09.0|C3166|2018-12-15 02:14:38.0|||||A||2018-11-29 00:00:00.0|8||||Y|N|||||01|||0
011421966|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C4261|2017-04-08 23:54:52.0|||||D||2017-04-09 00:00:00.0|4||||Y|N|||||01|2016-04-08 00:00:00.0|2017-04-09 00:00:00.0|0
011420269|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C11727|2019-07-11 03:29:24.0|||||A||2019-05-28 00:00:00.0|7||||Y|N|||||01|||0
011426961|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:32.0|C8649|2019-02-08 01:27:18.0|||||A||2019-02-05 00:00:00.0|6||||Y|N|||||01|||0
011423861|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C10102|2019-07-17 01:56:12.0|||||A||2019-01-31 00:00:00.0|8||||Y|N|||||01|||0
011421288|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|BJMS|2019-01-17 19:41:22.0|||||A||2019-01-17 00:00:00.0|9||||Y|N|||||01|2018-12-30 00:00:00.0|2014-09-30 00:00:00.0|0
011420505|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C5121|2019-08-01 04:34:03.0|||||A||2019-07-16 00:00:00.0|7||||Y|N|||||01|||0
011422191|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|C8649|2019-05-15 03:04:59.0|||||A||2019-05-06 00:00:00.0|9||||Y|N|||||01|2018-04-11 00:00:00.0||0
011425269|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:26.0|C0515|2013-11-08 23:47:38.0|||||A||2013-09-02 00:00:00.0|1||||Y|N|||||01|||0
011425327|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:26.0|C10102|2019-01-21 00:39:37.0|||||A||2019-01-20 00:00:00.0|6||||Y|N|||||01|||0
011423703|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C8649|2019-05-12 00:17:07.0|||||A||2019-05-11 00:00:00.0|7||||Y|N|||||01|||0
011424222|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|C0694|2014-07-17 22:54:40.0|||||D||2014-07-18 00:00:00.0|2||||Y|N|||||01|2013-07-17 00:00:00.0|2014-07-18 00:00:00.0|0
011425440|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:26.0|C3166|2018-09-01 04:13:26.0|||||A||2018-08-23 00:00:00.0|8||||Y|N|||||01|2017-02-16 00:00:00.0|2015-12-05 00:00:00.0|0
011424491|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C5121|2018-10-14 02:15:13.0|||||A||2018-10-10 00:00:00.0|9||||Y|N|||||01|2016-07-29 00:00:00.0|2013-02-17 00:00:00.0|0
011420978|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:09.0|C10102|2019-06-30 02:08:12.0|||||A||2019-06-01 00:00:00.0|8||||Y|N|||||01|2017-07-22 00:00:00.0|2013-03-02 00:00:00.0|0
011422174|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|C4261|2017-11-18 00:25:26.0|||||D||2017-11-18 00:00:00.0|7||||Y|N|||||01|2016-11-17 00:00:00.0|2017-11-18 00:00:00.0|0
011423293|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C10102|2019-07-20 03:08:56.0|||||A||2019-07-17 00:00:00.0|8||||Y|N|||||01|2016-05-07 00:00:00.0|2017-05-08 00:00:00.0|0
011421606|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C5121|2018-10-31 00:49:33.0|||||A||2018-10-26 00:00:00.0|6||||Y|N|||||01|||0
011423311|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C8649|2019-05-15 03:04:59.0|||||A||2019-02-12 00:00:00.0|8||||Y|N|||||01|||0
011422969|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|BJMS|2019-03-19 19:41:01.0|||||A||2019-03-19 00:00:00.0|6||||Y|N|||||01|2018-11-10 00:00:00.0|2014-09-30 00:00:00.0|0
011423362|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C8649|2019-05-06 01:00:44.0|||||A||2019-05-04 00:00:00.0|8||||Y|N|||||01|2015-02-05 00:00:00.0|2016-02-06 00:00:00.0|0
011421865|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C8649|2019-04-24 01:46:27.0|||||A||2018-09-15 00:00:00.0|7||||Y|N|||||01|||0
011425829|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|C10102|2019-04-14 00:57:18.0|||||A||2019-01-01 00:00:00.0|9||||Y|N|||||01|2018-03-04 00:00:00.0||0
011423449|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C10102|2019-04-17 01:41:18.0|||||A||2019-04-04 00:00:00.0|7||||Y|N|||||01|2016-02-13 00:00:00.0||0
